n0,g93,g11
n1,g86,g22
n2,g14,g45
n3,g15,g44
n4,g49,g89
n5,g9,g25
n6,g33,g17
n7,g76,g52
n8,g32,g10
n9,g20,g62
n10,g77,g10
n11,g31,g36
n12,g4,g0
n13,g99,g8
n14,g7,g34
n15,g79,g26
n16,g70,g63
n17,g48,g43
n18,g37,g66
n19,g18,g97
n20,g42,g39
n21,g41,g34
n22,g1,g74
n23,g34,g84
n24,g41,g3
n25,g72,g98
n26,g60,g64
n27,g36,g2
n28,g49,g9
n29,g67,g77
n30,g25,g29
n31,g36,g35
n32,g60,g36
n33,g95,g35
n34,g51,g22
n35,g8,g24
n36,g14,g49
n37,g78,g92
n38,g30,g83
n39,g46,g1
n40,g57,g89
n41,g55,g36
n42,g3,g99
n43,g66,g82
n44,g6,g14
n45,g19,g76
n46,g0,g74
n47,g37,g46
n48,g76,g35
n49,g15,g33
n50,g58,g20
n51,g11,g75
n52,g80,g71
n53,g76,g14
n54,g70,g7
n55,g83,g1
n56,g49,g47
n57,g13,g95
n58,g79,g32
n59,g53,g21
n60,g54,g72
n61,g89,g9
n62,g1,g62
n63,g97,g15
n64,g16,g89
