n0,g86,g60
n1,g46,g43
n2,g12,g41
n3,g23,g10
n4,g42,g40
n5,g78,g90
n6,g15,g97
n7,g65,g32
n8,g88,g87
n9,g25,g58
n10,g52,g63
n11,g68,g54
n12,g69,g59
n13,g52,g51
n14,g28,g7
n15,g58,g84
n16,g88,g69
n17,g33,g14
n18,g3,g43
n19,g42,g57
n20,g78,g40
n21,g62,g37
n22,g14,g26
n23,g21,g2
n24,g25,g71
n25,g75,g76
n26,g80,g92
n27,g96,g13
n28,g68,g14
n29,g72,g65
n30,g92,g72
n31,g89,g25
n32,g11,g52
n33,g80,g31
n34,g99,g62
n35,g83,g19
n36,g66,g63
n37,g11,g26
n38,g44,g21
n39,g50,g18
n40,g90,g11
n41,g62,g12
n42,g23,g0
n43,g56,g97
n44,g1,g3
n45,g88,g52
n46,g35,g8
n47,g55,g9
n48,g98,g43
n49,g26,g65
n50,g48,g99
n51,g57,g13
n52,g61,g95
n53,g33,g23
n54,g53,g46
n55,g57,g12
n56,g97,g19
n57,g70,g6
n58,g85,g59
n59,g47,g40
n60,g31,g56
n61,g73,g47
n62,g30,g34
n63,g60,g45
n64,g51,g79
