n0,g96,g76
n1,g67,g66
n2,g28,g26
n3,g4,g32
n4,g41,g32
n5,g11,g40
n6,g93,g30
n7,g35,g91
n8,g70,g89
n9,g69,g53
n10,g43,g0
n11,g81,g6
n12,g88,g27
n13,g0,g65
n14,g53,g41
n15,g39,g90
n16,g8,g23
n17,g40,g80
n18,g40,g55
n19,g56,g49
n20,g52,g44
n21,g95,g66
n22,g51,g75
n23,g52,g48
n24,g23,g40
n25,g74,g72
n26,g81,g72
n27,g30,g88
n28,g54,g8
n29,g20,g10
n30,g66,g57
n31,g49,g32
n32,g3,g63
n33,g72,g94
n34,g97,g46
n35,g93,g79
n36,g92,g74
n37,g62,g46
n38,g87,g22
n39,g65,g9
n40,g9,g5
n41,g54,g37
n42,g27,g97
n43,g43,g37
n44,g8,g20
n45,g63,g40
n46,g7,g1
n47,g72,g46
n48,g5,g15
n49,g28,g82
n50,g81,g67
n51,g85,g38
n52,g55,g78
n53,g67,g17
n54,g0,g48
n55,g34,g46
n56,g35,g3
n57,g11,g84
