n0,g2,g97
n1,g1,g51
n2,g66,g21
n3,g26,g59
n4,g42,g9
n5,g94,g27
n6,g0,g43
n7,g14,g5
n8,g19,g42
n9,g70,g76
n10,g46,g72
n11,g18,g58
n12,g6,g66
n13,g99,g86
n14,g34,g82
n15,g64,g76
n16,g8,g82
n17,g5,g88
n18,g68,g47
n19,g65,g86
n20,g14,g45
n21,g86,g53
n22,g3,g32
n23,g28,g52
n24,g55,g45
n25,g97,g21
n26,g45,g50
n27,g83,g7
n28,g31,g70
n29,g88,g22
n30,g22,g86
n31,g99,g13
n32,g89,g86
n33,g24,g67
n34,g69,g77
n35,g13,g94
n36,g15,g9
n37,g27,g40
n38,g47,g63
n39,g24,g95
n40,g43,g58
n41,g63,g87
n42,g91,g42
n43,g53,g57
n44,g24,g23
n45,g39,g20
n46,g87,g77
n47,g39,g64
n48,g11,g44
n49,g10,g87
n50,g48,g99
n51,g43,g82
n52,g61,g89
n53,g47,g9
n54,g9,g85
n55,g67,g89
n56,g67,g98
n57,g10,g46
n58,g35,g19
n59,g88,g16
n60,g35,g69
n61,g99,g7
n62,g51,g99
n63,g79,g62
n64,g73,g23
n65,g14,g92
n66,g70,g57
n67,g49,g76
