n70,g50,g78
n65,g19,g28
n6,g41,g62
n35,g13,g14
n4,g82,g47
n32,g72,g84
n26,g16,g96
n21,g82,g57
n60,g83,g31
n20,g8,g94
n51,g12,g66
n69,g86,g51
n28,g94,g24
n14,g41,g59
n45,g65,g58
n39,g49,g69
n5,g35,g9
n23,g75,g91
n24,g47,g36
n54,g49,g83
n16,g85,g38
n17,g35,g73
n18,g52,g3
n63,g49,g14
n9,g47,g45
n25,g93,g48
n30,g4,g89
n31,g72,g13
n10,g26,g20
n43,g24,g47
n68,g8,g83
n34,g49,g57
n8,g3,g15
n53,g44,g45
n55,g69,g56
n38,g44,g69
n33,g60,g66
n62,g95,g85
n11,g25,g26
n27,g32,g9
n50,g9,g67
n44,g81,g24
n12,g93,g79
n67,g17,g12
n0,g91,g20
n22,g40,g26
n58,g84,g89
n36,g33,g82
n42,g99,g64
n61,g49,g93
n3,g39,g77
n29,g37,g66
n47,g79,g2
n49,g82,g67
n52,g46,g57
n59,g77,g65
n57,g6,g40
n66,g6,g88
n37,g12,g73
n13,g67,g40
n40,g34,g6
n19,g85,g5
n46,g38,g33
n7,g26,g19
n15,g69,g16
n48,g70,g15
n41,g77,g86
n64,g76,g22
n56,g69,g24
n2,g95,g34
n1,g82,g2
