n0,g98,g21
n1,g58,g76
n2,g47,g48
n3,g86,g30
n4,g21,g40
n5,g41,g42
n6,g17,g59
n7,g6,g72
n8,g21,g74
n9,g65,g13
n10,g41,g78
n11,g7,g0
n12,g81,g95
n13,g55,g48
n14,g12,g40
n15,g26,g52
n16,g92,g86
n17,g49,g50
n18,g17,g98
n19,g42,g1
n20,g93,g35
n21,g77,g41
n22,g6,g52
n23,g19,g96
n24,g5,g22
n25,g75,g49
n26,g93,g23
n27,g68,g40
n28,g78,g24
n29,g82,g13
n30,g0,g64
n31,g50,g1
n32,g64,g93
n33,g62,g47
n34,g81,g24
n35,g93,g58
n36,g37,g84
n37,g99,g11
n38,g54,g45
n39,g42,g53
n40,g37,g72
n41,g14,g3
n42,g19,g75
n43,g6,g33
n44,g91,g48
n45,g52,g46
n46,g29,g16
n47,g88,g59
n48,g60,g88
n49,g26,g86
n50,g63,g48
n51,g65,g66
n52,g26,g80
n53,g74,g24
n54,g93,g20
n55,g85,g29
n56,g4,g60
n57,g67,g79
n58,g26,g56
n59,g17,g50
n60,g86,g81
n61,g79,g23
