n0,g7,g79
n1,g88,g58
n2,g6,g57
n3,g96,g24
n4,g19,g0
n5,g44,g22
n6,g32,g54
n7,g26,g21
n8,g39,g6
n9,g74,g45
n10,g60,g51
n11,g36,g98
n12,g79,g35
n13,g18,g86
n14,g3,g97
n15,g30,g19
n16,g62,g98
n17,g60,g15
n18,g27,g50
n19,g73,g37
n20,g47,g78
n21,g6,g97
n22,g15,g13
n23,g43,g61
n24,g13,g38
n25,g54,g42
n26,g58,g61
n27,g70,g74
n28,g68,g88
n29,g29,g48
n30,g28,g45
n31,g77,g24
n32,g88,g48
n33,g13,g36
n34,g80,g23
n35,g85,g66
n36,g97,g32
n37,g13,g94
n38,g45,g34
n39,g71,g69
n40,g76,g32
n41,g25,g22
n42,g55,g44
n43,g64,g13
n44,g3,g44
n45,g61,g17
n46,g38,g1
n47,g61,g63
n48,g91,g43
n49,g9,g44
n50,g30,g64
n51,g2,g90
n52,g95,g26
n53,g78,g55
n54,g0,g87
n55,g33,g87
n56,g53,g54
n57,g85,g22
n58,g1,g68
n59,g25,g15
n60,g66,g11
n61,g72,g57
