n0,g32,g96
n1,g49,g19
n2,g80,g24
n3,g50,g26
n4,g82,g45
n5,g33,g88
n6,g1,g51
n7,g43,g15
n8,g15,g74
n9,g36,g7
n10,g7,g23
n11,g86,g41
n12,g24,g71
n13,g78,g69
n14,g98,g6
n15,g65,g52
n16,g97,g28
n17,g17,g44
n18,g39,g31
n19,g60,g38
n20,g38,g29
n21,g87,g25
n22,g75,g58
n23,g24,g18
n24,g43,g95
n25,g44,g33
n26,g26,g27
n27,g91,g29
n28,g94,g37
n29,g39,g86
n30,g88,g57
n31,g81,g91
n32,g1,g92
n33,g93,g24
n34,g33,g34
n35,g71,g11
n36,g28,g54
n37,g47,g11
n38,g5,g55
n39,g51,g76
n40,g67,g17
n41,g27,g73
n42,g66,g89
n43,g62,g58
n44,g3,g21
n45,g60,g36
n46,g52,g31
n47,g61,g1
n48,g92,g97
n49,g16,g90
n50,g6,g42
n51,g38,g73
n52,g14,g3
n53,g10,g78
n54,g61,g98
n55,g82,g95
n56,g22,g33
n57,g59,g4
n58,g43,g20
n59,g61,g3
n60,g93,g23
n61,g93,g15
n62,g54,g72
n63,g82,g52
n64,g49,g36
n65,g83,g22
n66,g46,g31
