n70,g81,g88
n65,g98,g47
n6,g1,g37
n35,g57,g76
n4,g25,g44
n32,g77,g58
n26,g15,g23
n21,g12,g68
n60,g2,g58
n20,g75,g79
n51,g2,g78
n69,g89,g41
n71,g0,g4
n28,g76,g93
n14,g98,g44
n45,g88,g50
n39,g61,g64
n5,g59,g61
n23,g48,g47
n24,g47,g59
n54,g76,g99
n16,g88,g51
n17,g54,g26
n18,g19,g91
n63,g91,g85
n9,g95,g44
n25,g37,g6
n30,g34,g10
n31,g63,g15
n10,g93,g22
n43,g98,g26
n68,g2,g53
n34,g19,g62
n8,g27,g26
n53,g91,g6
n55,g64,g66
n38,g6,g12
n33,g33,g70
n62,g41,g12
n11,g47,g94
n27,g2,g57
n50,g50,g9
n44,g79,g27
n12,g86,g17
n67,g4,g68
n0,g41,g90
n22,g18,g92
n58,g25,g89
n36,g53,g71
n42,g35,g43
n61,g16,g11
n3,g87,g31
n29,g73,g26
n47,g43,g69
n49,g36,g34
n52,g65,g94
n59,g68,g54
n57,g56,g14
n66,g97,g95
n37,g82,g51
n13,g66,g32
n40,g79,g61
n19,g94,g92
n46,g20,g66
n7,g77,g69
n15,g83,g30
n48,g67,g4
n41,g48,g77
n64,g64,g16
n56,g84,g43
n2,g96,g49
n1,g35,g8
