n70,g69,g23
n65,g79,g14
n6,g88,g79
n35,g3,g83
n4,g3,g61
n32,g54,g84
n26,g86,g70
n21,g75,g82
n60,g34,g92
n20,g68,g67
n51,g43,g68
n69,g2,g7
n71,g66,g69
n28,g92,g81
n14,g40,g13
n45,g16,g61
n39,g63,g69
n5,g57,g45
n23,g30,g74
n24,g90,g98
n54,g81,g11
n16,g65,g27
n17,g59,g7
n18,g91,g79
n63,g0,g13
n9,g88,g95
n25,g80,g40
n30,g71,g21
n31,g8,g16
n10,g51,g8
n43,g25,g27
n68,g41,g19
n34,g79,g39
n8,g99,g26
n53,g85,g98
n55,g80,g9
n38,g20,g12
n33,g26,g46
n62,g99,g28
n11,g93,g44
n27,g74,g43
n50,g72,g17
n44,g11,g43
n12,g37,g6
n67,g12,g80
n0,g30,g69
n22,g66,g15
n58,g57,g85
n36,g81,g9
n42,g42,g38
n61,g11,g7
n3,g5,g39
n29,g14,g9
n47,g3,g30
n49,g8,g43
n52,g82,g42
n59,g89,g70
n57,g83,g31
n66,g71,g42
n37,g47,g68
n13,g16,g25
n40,g91,g22
n19,g22,g63
n46,g6,g19
n7,g33,g24
n15,g51,g25
n48,g55,g86
n41,g15,g59
n64,g21,g99
n56,g3,g5
n2,g37,g0
n1,g2,g25
