n70,g12,g66
n65,g7,g94
n6,g57,g50
n35,g39,g81
n4,g52,g92
n32,g58,g76
n26,g85,g87
n21,g38,g77
n60,g57,g74
n20,g52,g88
n51,g49,g42
n69,g77,g26
n71,g41,g64
n28,g43,g52
n14,g43,g41
n45,g23,g40
n39,g93,g89
n5,g11,g39
n23,g51,g71
n24,g25,g3
n54,g29,g19
n16,g49,g22
n17,g43,g1
n18,g14,g98
n63,g58,g37
n9,g39,g69
n25,g4,g7
n30,g61,g71
n31,g79,g38
n10,g20,g58
n43,g93,g61
n68,g16,g47
n34,g50,g86
n8,g77,g80
n53,g90,g85
n55,g66,g69
n38,g67,g51
n33,g41,g42
n62,g86,g22
n11,g66,g29
n27,g38,g34
n50,g28,g45
n44,g78,g59
n12,g7,g44
n67,g65,g2
n0,g38,g41
n22,g15,g49
n58,g57,g55
n36,g69,g5
n42,g82,g0
n61,g6,g35
n3,g2,g84
n29,g24,g52
n47,g90,g21
n49,g95,g42
n52,g84,g81
n59,g56,g75
n57,g88,g9
n66,g29,g31
n37,g32,g25
n13,g1,g84
n40,g70,g23
n19,g20,g98
n46,g60,g94
n7,g24,g60
n15,g67,g32
n48,g58,g21
n41,g50,g37
n64,g64,g92
n56,g89,g99
n2,g75,g42
n1,g50,g53
