n70,g90,g88
n65,g94,g60
n6,g95,g63
n35,g96,g16
n4,g29,g23
n32,g16,g44
n72,g70,g49
n26,g1,g69
n21,g7,g18
n60,g10,g51
n20,g5,g82
n73,g47,g73
n51,g46,g64
n69,g10,g86
n71,g37,g35
n28,g65,g84
n14,g20,g91
n45,g30,g72
n39,g13,g78
n5,g5,g41
n23,g21,g92
n24,g30,g79
n54,g13,g99
n16,g62,g51
n17,g55,g0
n18,g35,g95
n63,g58,g97
n9,g94,g86
n25,g81,g35
n30,g1,g50
n31,g76,g22
n10,g45,g62
n43,g95,g49
n68,g82,g18
n34,g31,g11
n8,g76,g67
n53,g48,g40
n55,g31,g33
n38,g31,g45
n33,g12,g1
n62,g25,g97
n11,g2,g98
n27,g1,g14
n50,g16,g2
n44,g28,g31
n12,g33,g16
n67,g97,g90
n0,g75,g58
n22,g87,g33
n58,g57,g25
n36,g21,g15
n42,g10,g56
n61,g65,g15
n3,g4,g11
n29,g3,g7
n47,g27,g25
n49,g55,g28
n52,g95,g96
n59,g88,g33
n57,g74,g25
n66,g77,g9
n37,g23,g92
n13,g68,g37
n40,g4,g24
n19,g22,g91
n46,g86,g56
n7,g24,g73
n15,g3,g78
n48,g94,g23
n41,g26,g51
n64,g75,g17
n56,g6,g14
n2,g15,g67
n1,g30,g11
