n0,g50,g44
n1,g10,g99
n2,g49,g0
n3,g27,g4
n4,g35,g19
n5,g91,g99
n6,g76,g98
n7,g59,g28
n8,g2,g7
n9,g62,g3
n10,g34,g63
n11,g17,g48
n12,g64,g94
n13,g52,g67
n14,g17,g4
n15,g69,g13
n16,g68,g99
n17,g14,g85
n18,g83,g71
n19,g56,g0
n20,g21,g82
n21,g28,g29
n22,g40,g77
n23,g15,g76
n24,g44,g7
n25,g18,g27
n26,g4,g36
n27,g37,g40
n28,g38,g50
n29,g25,g46
n30,g65,g31
n31,g20,g91
n32,g9,g57
n33,g40,g48
n34,g86,g11
n35,g22,g76
n36,g83,g43
n37,g41,g37
n38,g66,g39
n39,g80,g63
n40,g70,g34
n41,g69,g79
n42,g61,g88
n43,g11,g9
n44,g49,g84
n45,g26,g11
n46,g36,g67
n47,g30,g9
n48,g4,g91
n49,g56,g30
n50,g0,g62
n51,g75,g40
n52,g69,g54
n53,g21,g88
n54,g91,g25
n55,g15,g1
n56,g84,g71
n57,g20,g21
n58,g1,g79
n59,g6,g97
n60,g95,g43
n61,g66,g10
