n0,g13,g88
n1,g6,g8
n2,g94,g2
n3,g35,g44
n4,g16,g99
n5,g81,g49
n6,g46,g2
n7,g83,g91
n8,g94,g52
n9,g81,g86
n10,g27,g16
n11,g17,g89
n12,g29,g96
n13,g67,g83
n14,g81,g90
n15,g48,g57
n16,g60,g5
n17,g33,g21
n18,g89,g94
n19,g67,g38
n20,g86,g62
n21,g68,g94
n22,g18,g91
n23,g68,g78
n24,g50,g63
n25,g8,g58
n26,g80,g41
n27,g11,g32
n28,g47,g14
n29,g90,g17
n30,g56,g48
n31,g49,g21
n32,g40,g55
n33,g14,g23
n34,g80,g77
n35,g33,g46
n36,g58,g28
n37,g32,g35
n38,g80,g86
n39,g29,g90
n40,g15,g27
n41,g23,g27
n42,g89,g63
n43,g51,g99
n44,g45,g12
n45,g96,g18
n46,g43,g44
n47,g21,g10
n48,g88,g40
n49,g69,g70
n50,g71,g19
n51,g43,g72
n52,g19,g20
n53,g43,g41
n54,g5,g38
n55,g3,g23
n56,g96,g67
n57,g98,g62
n58,g91,g61
n59,g99,g80
n60,g61,g73
n61,g81,g18
