n0,g6,g44
n1,g26,g1
n2,g5,g30
n3,g89,g79
n4,g24,g61
n5,g37,g2
n6,g0,g96
n7,g19,g11
n8,g51,g87
n9,g73,g41
n10,g19,g82
n11,g30,g83
n12,g7,g68
n13,g35,g10
n14,g60,g84
n15,g41,g52
n16,g21,g76
n17,g22,g29
n18,g75,g79
n19,g83,g11
n20,g2,g29
n21,g52,g96
n22,g95,g47
n23,g54,g18
n24,g66,g17
n25,g93,g4
n26,g12,g99
n27,g65,g39
n28,g3,g81
n29,g1,g61
n30,g90,g43
n31,g38,g32
n32,g69,g82
n33,g33,g85
n34,g75,g60
n35,g14,g47
n36,g54,g24
n37,g13,g59
n38,g9,g85
n39,g89,g15
n40,g62,g29
n41,g72,g31
n42,g35,g53
n43,g94,g92
n44,g26,g96
n45,g93,g14
n46,g80,g37
n47,g31,g51
n48,g16,g84
n49,g70,g93
n50,g59,g32
n51,g70,g78
n52,g56,g10
n53,g78,g16
n54,g74,g97
n55,g13,g50
n56,g89,g76
n57,g78,g90
n58,g13,g26
n59,g98,g2
n60,g44,g72
n61,g95,g22
