n0,g38,g81
n1,g21,g67
n2,g47,g29
n3,g5,g63
n4,g61,g88
n5,g55,g93
n6,g82,g19
n7,g63,g74
n8,g14,g36
n9,g39,g95
n10,g41,g65
n11,g41,g71
n12,g59,g12
n13,g49,g88
n14,g13,g39
n15,g26,g51
n16,g84,g96
n17,g43,g61
n18,g76,g72
n19,g9,g65
n20,g27,g51
n21,g67,g84
n22,g23,g49
n23,g21,g15
n24,g47,g77
n25,g49,g28
n26,g81,g15
n27,g54,g68
n28,g37,g86
n29,g40,g36
n30,g98,g1
n31,g58,g1
n32,g84,g24
n33,g7,g62
n34,g91,g6
n35,g66,g75
n36,g58,g77
n37,g65,g2
n38,g89,g13
n39,g96,g2
n40,g55,g64
n41,g71,g42
n42,g61,g15
n43,g78,g94
n44,g26,g94
n45,g98,g90
n46,g97,g86
n47,g46,g79
n48,g57,g97
n49,g98,g31
n50,g10,g36
n51,g55,g82
n52,g48,g96
n53,g33,g38
n54,g23,g84
n55,g89,g8
n56,g5,g45
