n0,g32,g48
n1,g67,g96
n2,g13,g55
n3,g90,g42
n4,g37,g41
n5,g7,g44
n6,g39,g21
n7,g96,g11
n8,g48,g56
n9,g45,g1
n10,g43,g46
n11,g81,g41
n12,g58,g50
n13,g3,g68
n14,g30,g3
n15,g46,g13
n16,g28,g25
n17,g38,g71
n18,g35,g34
n19,g73,g51
n20,g52,g34
n21,g38,g84
n22,g92,g97
n23,g99,g92
n24,g40,g77
n25,g79,g99
n26,g69,g49
n27,g54,g20
n28,g85,g23
n29,g47,g24
n30,g38,g96
n31,g35,g36
n32,g95,g81
n33,g48,g26
n34,g16,g95
n35,g65,g51
n36,g52,g36
n37,g15,g62
n38,g7,g91
n39,g60,g80
n40,g15,g65
n41,g0,g53
n42,g90,g51
n43,g17,g81
n44,g4,g57
n45,g13,g20
n46,g30,g7
n47,g89,g94
n48,g6,g90
n49,g34,g86
n50,g33,g56
n51,g91,g68
n52,g27,g35
n53,g96,g4
n54,g19,g4
n55,g30,g39
n56,g65,g5
