n70,g54,g99
n65,g94,g42
n6,g4,g60
n35,g90,g57
n4,g18,g70
n32,g91,g19
n72,g23,g80
n26,g76,g54
n21,g26,g74
n60,g74,g93
n20,g37,g91
n51,g14,g83
n69,g5,g64
n71,g69,g88
n28,g51,g66
n14,g38,g56
n45,g4,g10
n39,g12,g14
n5,g58,g67
n23,g26,g94
n24,g92,g76
n54,g60,g59
n16,g77,g63
n17,g70,g39
n18,g47,g42
n63,g66,g45
n9,g93,g63
n25,g18,g2
n30,g62,g61
n31,g59,g46
n10,g93,g81
n43,g18,g10
n68,g3,g88
n34,g2,g96
n8,g88,g36
n53,g32,g35
n55,g90,g31
n38,g58,g20
n33,g32,g62
n62,g82,g11
n11,g29,g43
n27,g73,g46
n50,g85,g41
n44,g43,g95
n12,g80,g61
n67,g80,g68
n0,g34,g26
n22,g23,g55
n58,g60,g41
n36,g70,g12
n42,g66,g28
n61,g35,g1
n3,g59,g73
n29,g82,g2
n47,g63,g34
n49,g13,g34
n52,g52,g77
n59,g87,g29
n57,g43,g22
n66,g69,g9
n37,g84,g66
n13,g79,g14
n40,g17,g94
n19,g46,g50
n46,g96,g4
n7,g30,g44
n15,g50,g6
n48,g29,g92
n41,g17,g7
n64,g16,g91
n56,g68,g52
n2,g63,g26
n1,g55,g38
