n0,g97,g92
n1,g86,g64
n2,g3,g98
n3,g5,g82
n4,g31,g62
n5,g52,g85
n6,g36,g45
n7,g75,g56
n8,g28,g70
n9,g50,g32
n10,g4,g23
n11,g69,g0
n12,g28,g74
n13,g11,g71
n14,g74,g73
n15,g54,g57
n16,g84,g25
n17,g31,g49
n18,g75,g55
n19,g90,g78
n20,g30,g31
n21,g51,g20
n22,g59,g73
n23,g84,g4
n24,g56,g84
n25,g74,g36
n26,g7,g0
n27,g53,g31
n28,g49,g68
n29,g60,g97
n30,g91,g86
n31,g1,g22
n32,g56,g54
n33,g60,g27
n34,g41,g15
n35,g16,g40
n36,g79,g19
n37,g7,g81
n38,g0,g21
n39,g0,g33
n40,g61,g22
n41,g74,g99
n42,g29,g81
n43,g94,g32
n44,g4,g1
n45,g17,g3
n46,g78,g94
n47,g45,g10
n48,g24,g79
n49,g14,g76
n50,g11,g30
n51,g54,g95
n52,g67,g3
n53,g13,g87
n54,g89,g24
n55,g43,g77
n56,g30,g20
n57,g14,g85
n58,g66,g17
