n0,g38,g78
n1,g49,g99
n2,g49,g50
n3,g71,g13
n4,g7,g61
n5,g80,g26
n6,g29,g84
n7,g40,g94
n8,g59,g12
n9,g26,g44
n10,g83,g44
n11,g59,g98
n12,g85,g50
n13,g44,g84
n14,g86,g68
n15,g31,g57
n16,g6,g95
n17,g34,g55
n18,g63,g28
n19,g67,g85
n20,g2,g61
n21,g14,g30
n22,g50,g21
n23,g33,g46
n24,g88,g93
n25,g67,g46
n26,g47,g92
n27,g53,g31
n28,g1,g75
n29,g27,g2
n30,g24,g30
n31,g5,g29
n32,g69,g73
n33,g43,g71
n34,g32,g75
n35,g73,g4
n36,g21,g75
n37,g91,g87
n38,g21,g67
n39,g30,g64
n40,g72,g45
n41,g40,g56
n42,g12,g19
n43,g33,g35
n44,g74,g63
n45,g88,g61
n46,g78,g71
n47,g51,g27
n48,g78,g20
n49,g44,g62
n50,g37,g29
n51,g44,g81
n52,g33,g48
n53,g40,g89
n54,g84,g16
n55,g61,g51
n56,g58,g25
n57,g7,g85
n58,g51,g25
