n0,g82,g39
n1,g23,g8
n2,g59,g35
n3,g85,g8
n4,g70,g34
n5,g15,g58
n6,g29,g42
n7,g5,g26
n8,g29,g7
n9,g95,g69
n10,g83,g53
n11,g35,g26
n12,g94,g13
n13,g54,g68
n14,g32,g4
n15,g29,g28
n16,g10,g27
n17,g25,g58
n18,g32,g99
n19,g38,g99
n20,g72,g51
n21,g79,g86
n22,g61,g95
n23,g67,g41
n24,g8,g56
n25,g48,g49
n26,g46,g23
n27,g12,g89
n28,g48,g77
n29,g69,g11
n30,g98,g61
n31,g76,g7
n32,g96,g18
n33,g56,g58
n34,g44,g63
n35,g64,g4
n36,g43,g28
n37,g80,g62
n38,g4,g35
n39,g18,g57
n40,g92,g8
n41,g97,g70
n42,g95,g84
n43,g88,g98
n44,g85,g6
n45,g56,g33
n46,g21,g94
n47,g58,g35
n48,g67,g91
n49,g12,g1
n50,g27,g30
n51,g31,g76
n52,g44,g96
n53,g31,g33
n54,g96,g11
n55,g45,g30
n56,g81,g52
n57,g4,g38
n58,g73,g96
n59,g68,g85
n60,g3,g80
n61,g2,g77
n62,g54,g26
n63,g11,g75
n64,g59,g97
n65,g16,g86
n66,g81,g86
n67,g50,g42
n68,g5,g79
