n70,g14,g23
n65,g29,g90
n6,g53,g80
n35,g7,g43
n4,g98,g76
n32,g8,g85
n72,g0,g5
n74,g23,g31
n26,g21,g30
n21,g63,g28
n60,g60,g9
n20,g39,g85
n73,g45,g99
n51,g91,g5
n69,g5,g9
n71,g27,g92
n28,g8,g75
n77,g62,g6
n14,g83,g53
n45,g82,g95
n39,g1,g59
n5,g34,g60
n23,g88,g17
n24,g41,g27
n54,g4,g69
n16,g82,g46
n82,g8,g81
n17,g72,g15
n18,g79,g46
n63,g88,g92
n9,g94,g39
n25,g83,g24
n30,g62,g85
n31,g61,g71
n10,g23,g66
n43,g97,g68
n68,g59,g37
n34,g60,g18
n8,g11,g46
n79,g44,g33
n53,g23,g40
n55,g87,g85
n38,g24,g40
n33,g12,g63
n62,g42,g46
n11,g66,g95
n27,g76,g67
n50,g33,g88
n44,g24,g80
n12,g33,g15
n67,g98,g10
n75,g75,g49
n80,g4,g3
n0,g26,g90
n22,g72,g35
n81,g69,g22
n58,g81,g69
n36,g88,g76
n42,g71,g22
n61,g56,g61
n78,g71,g62
n3,g76,g92
n29,g49,g21
n47,g50,g47
n49,g16,g67
n52,g10,g31
n59,g20,g80
n57,g50,g82
n66,g45,g58
n37,g73,g90
n13,g52,g28
n40,g98,g8
n19,g17,g26
n46,g32,g69
n7,g79,g38
n15,g17,g30
n48,g50,g89
n41,g24,g65
n76,g31,g41
n64,g82,g91
n56,g26,g5
n2,g50,g1
n1,g5,g74
