n0,g16,g27
n1,g47,g5
n2,g96,g77
n3,g58,g32
n4,g99,g13
n5,g11,g9
n6,g79,g39
n7,g96,g35
n8,g84,g69
n9,g64,g39
n10,g57,g47
n11,g1,g85
n12,g48,g97
n13,g71,g0
n14,g94,g95
n15,g49,g59
n16,g51,g11
n17,g75,g21
n18,g94,g33
n19,g91,g94
n20,g57,g40
n21,g84,g35
n22,g2,g89
n23,g18,g95
n24,g60,g46
n25,g52,g54
n26,g75,g12
n27,g46,g96
n28,g66,g16
n29,g83,g54
n30,g84,g68
n31,g90,g25
n32,g58,g44
n33,g94,g62
n34,g48,g10
n35,g84,g79
n36,g56,g78
n37,g50,g3
n38,g0,g38
n39,g62,g84
n40,g96,g11
n41,g50,g7
n42,g99,g37
n43,g66,g25
n44,g86,g43
n45,g60,g63
n46,g34,g22
n47,g93,g41
n48,g57,g2
n49,g69,g46
n50,g31,g41
n51,g79,g23
n52,g66,g85
n53,g29,g35
n54,g96,g0
n55,g46,g0
n56,g37,g38
n57,g36,g68
n58,g53,g42
n59,g52,g45
n60,g8,g29
