n0,g50,g11
n1,g78,g52
n2,g68,g62
n3,g73,g64
n4,g20,g55
n5,g72,g33
n6,g15,g77
n7,g0,g88
n8,g85,g8
n9,g64,g71
n10,g39,g80
n11,g25,g62
n12,g52,g61
n13,g93,g65
n14,g16,g78
n15,g6,g12
n16,g54,g0
n17,g11,g92
n18,g86,g37
n19,g71,g79
n20,g5,g53
n21,g19,g16
n22,g81,g47
n23,g4,g21
n24,g27,g63
n25,g53,g28
n26,g82,g64
n27,g43,g55
n28,g77,g2
n29,g66,g69
n30,g56,g10
n31,g76,g0
n32,g40,g18
n33,g52,g44
n34,g59,g89
n35,g99,g59
n36,g7,g6
n37,g9,g39
n38,g68,g78
n39,g89,g63
n40,g31,g56
n41,g40,g36
n42,g66,g44
n43,g72,g30
n44,g5,g66
n45,g87,g13
n46,g38,g45
n47,g55,g12
n48,g57,g97
n49,g95,g31
n50,g61,g12
n51,g36,g41
n52,g6,g75
n53,g89,g7
n54,g34,g65
n55,g61,g82
n56,g57,g42
n57,g0,g58
n58,g47,g53
n59,g14,g88
n60,g60,g29
n61,g98,g55
n62,g24,g8
n63,g94,g66
n64,g66,g76
n65,g20,g77
