n70,g93,g97
n65,g29,g58
n6,g35,g27
n35,g95,g80
n4,g46,g47
n32,g54,g1
n72,g8,g86
n26,g68,g70
n21,g70,g85
n60,g79,g93
n20,g59,g72
n51,g25,g69
n69,g31,g84
n71,g10,g60
n28,g33,g26
n14,g1,g63
n45,g10,g86
n39,g39,g8
n5,g75,g66
n23,g12,g84
n24,g9,g8
n54,g41,g36
n16,g51,g53
n17,g60,g96
n18,g63,g99
n63,g50,g72
n9,g28,g86
n25,g18,g28
n30,g64,g15
n31,g69,g56
n10,g0,g56
n43,g34,g81
n68,g75,g26
n34,g51,g8
n8,g99,g50
n53,g44,g98
n55,g57,g90
n38,g0,g95
n33,g27,g50
n62,g73,g88
n11,g98,g40
n27,g16,g61
n50,g43,g65
n44,g4,g63
n12,g6,g28
n67,g0,g69
n0,g24,g95
n22,g12,g99
n58,g57,g39
n36,g60,g73
n42,g72,g40
n61,g59,g70
n3,g35,g14
n29,g39,g14
n47,g72,g71
n49,g27,g88
n52,g15,g65
n59,g59,g69
n57,g56,g86
n66,g67,g7
n37,g50,g54
n13,g31,g34
n40,g84,g62
n19,g55,g61
n46,g80,g87
n7,g73,g54
n15,g10,g76
n48,g77,g92
n41,g4,g49
n64,g4,g96
n56,g98,g63
n2,g86,g60
n1,g4,g92
