n70,g84,g11
n65,g90,g69
n6,g61,g80
n35,g21,g60
n4,g25,g77
n32,g2,g62
n72,g76,g22
n74,g94,g45
n26,g74,g25
n21,g74,g39
n60,g50,g75
n20,g95,g35
n73,g97,g9
n51,g14,g47
n69,g4,g97
n71,g77,g55
n28,g91,g38
n77,g63,g10
n14,g55,g67
n45,g98,g77
n39,g41,g30
n5,g27,g30
n23,g60,g19
n24,g33,g38
n54,g78,g71
n16,g40,g98
n17,g18,g49
n18,g41,g43
n63,g3,g38
n9,g79,g31
n25,g45,g35
n30,g95,g54
n31,g12,g22
n10,g25,g85
n43,g3,g41
n68,g1,g61
n34,g16,g89
n8,g15,g43
n79,g94,g53
n53,g49,g43
n55,g52,g18
n38,g55,g59
n33,g82,g31
n62,g88,g19
n11,g18,g30
n27,g48,g77
n50,g33,g68
n44,g65,g86
n12,g64,g51
n67,g33,g9
n75,g16,g83
n80,g27,g10
n0,g40,g61
n22,g3,g73
n81,g22,g87
n58,g71,g18
n36,g94,g78
n42,g19,g12
n61,g89,g93
n78,g98,g9
n3,g93,g59
n29,g32,g66
n47,g55,g94
n49,g53,g19
n52,g66,g64
n59,g79,g85
n57,g71,g91
n66,g29,g25
n37,g47,g50
n13,g38,g45
n40,g87,g50
n19,g44,g61
n46,g73,g55
n7,g67,g38
n15,g39,g36
n48,g20,g37
n41,g37,g61
n76,g56,g23
n64,g45,g15
n56,g88,g76
n2,g65,g4
n1,g65,g25
