n70,g74,g32
n65,g47,g31
n6,g53,g20
n35,g65,g38
n4,g39,g75
n32,g12,g50
n72,g62,g56
n74,g81,g41
n26,g4,g29
n21,g80,g71
n60,g68,g47
n20,g49,g67
n73,g12,g5
n51,g82,g43
n69,g26,g8
n71,g19,g18
n28,g93,g4
n77,g56,g53
n14,g45,g22
n45,g36,g84
n39,g43,g70
n5,g56,g69
n23,g41,g13
n24,g86,g93
n54,g11,g60
n16,g18,g91
n17,g7,g86
n18,g95,g37
n63,g72,g96
n9,g24,g99
n25,g80,g7
n30,g13,g27
n31,g78,g94
n10,g67,g39
n43,g86,g91
n68,g41,g1
n34,g49,g17
n8,g38,g23
n79,g31,g63
n53,g70,g35
n55,g35,g88
n38,g31,g10
n33,g70,g45
n62,g33,g9
n11,g48,g21
n27,g69,g13
n50,g91,g24
n44,g64,g12
n12,g40,g29
n67,g17,g77
n75,g2,g31
n80,g6,g55
n0,g66,g82
n22,g71,g47
n81,g40,g57
n58,g7,g97
n36,g54,g39
n42,g67,g90
n61,g45,g25
n78,g63,g68
n3,g58,g34
n29,g71,g98
n47,g15,g86
n49,g99,g60
n52,g25,g44
n59,g47,g51
n57,g15,g64
n66,g32,g28
n37,g78,g95
n13,g59,g50
n40,g63,g36
n19,g19,g51
n46,g50,g83
n7,g26,g49
n15,g81,g79
n48,g0,g89
n41,g92,g76
n76,g73,g97
n64,g84,g25
n56,g4,g28
n2,g68,g36
n1,g81,g33
