n70,g56,g12
n65,g71,g5
n6,g57,g78
n35,g37,g53
n4,g48,g58
n32,g96,g73
n72,g85,g46
n74,g96,g39
n26,g11,g55
n21,g13,g84
n60,g13,g80
n20,g81,g42
n73,g53,g97
n51,g19,g28
n69,g92,g87
n71,g19,g69
n28,g12,g13
n77,g60,g24
n14,g51,g43
n45,g11,g57
n39,g63,g55
n5,g26,g39
n23,g85,g43
n24,g89,g43
n54,g51,g0
n16,g15,g65
n17,g67,g66
n18,g80,g58
n63,g21,g66
n9,g57,g81
n25,g89,g58
n30,g98,g88
n31,g18,g27
n10,g50,g38
n43,g68,g70
n68,g44,g11
n34,g6,g9
n8,g80,g44
n79,g86,g5
n53,g27,g14
n55,g43,g55
n38,g79,g48
n33,g73,g94
n62,g2,g85
n11,g57,g7
n27,g0,g36
n50,g83,g86
n44,g22,g24
n12,g65,g67
n67,g81,g47
n75,g54,g89
n80,g75,g16
n0,g67,g73
n22,g36,g62
n81,g39,g17
n58,g25,g52
n36,g66,g84
n42,g50,g84
n61,g37,g97
n78,g96,g38
n3,g30,g35
n29,g60,g13
n47,g14,g19
n49,g34,g0
n52,g83,g62
n59,g99,g87
n57,g22,g47
n66,g62,g35
n37,g40,g68
n13,g40,g72
n40,g41,g25
n19,g22,g38
n46,g87,g45
n7,g3,g2
n15,g80,g83
n48,g78,g53
n41,g51,g82
n76,g94,g54
n64,g14,g70
n56,g89,g27
n2,g33,g54
n1,g64,g40
