n0,g3,g49
n1,g89,g10
n2,g34,g71
n3,g51,g96
n4,g46,g43
n5,g13,g62
n6,g63,g57
n7,g47,g34
n8,g7,g74
n9,g17,g15
n10,g63,g85
n11,g42,g16
n12,g17,g9
n13,g77,g91
n14,g35,g91
n15,g52,g80
n16,g8,g46
n17,g43,g58
n18,g40,g98
n19,g8,g57
n20,g24,g75
n21,g71,g16
n22,g62,g54
n23,g64,g53
n24,g49,g32
n25,g2,g6
n26,g97,g38
n27,g19,g56
n28,g72,g35
n29,g64,g22
n30,g0,g57
n31,g73,g44
n32,g62,g42
n33,g46,g53
n34,g95,g44
n35,g25,g96
n36,g99,g75
n37,g26,g76
n38,g19,g5
n39,g13,g72
n40,g67,g80
n41,g41,g38
n42,g39,g85
n43,g1,g47
n44,g62,g30
