n0,g51,g56
n1,g74,g5
n2,g17,g21
n3,g69,g47
n4,g11,g44
n5,g49,g46
n6,g81,g37
n7,g79,g87
n8,g63,g28
n9,g17,g53
n10,g12,g24
n11,g49,g13
n12,g25,g38
n13,g35,g72
n14,g60,g84
n15,g79,g25
n16,g48,g59
n17,g25,g90
n18,g80,g98
n19,g2,g85
n20,g65,g35
n21,g74,g25
n22,g58,g40
n23,g20,g31
n24,g4,g66
n25,g28,g11
n26,g13,g76
n27,g36,g24
n28,g20,g68
n29,g7,g51
n30,g89,g54
n31,g15,g29
n32,g47,g19
n33,g44,g22
n34,g42,g32
n35,g26,g67
n36,g14,g69
n37,g62,g57
n38,g24,g34
n39,g67,g48
n40,g36,g12
n41,g38,g0
n42,g5,g81
n43,g93,g2
n44,g57,g7
n45,g68,g61
n46,g31,g10
n47,g11,g78
n48,g15,g19
n49,g20,g18
n50,g91,g31
n51,g47,g57
n52,g46,g32
n53,g82,g99
n54,g38,g52
n55,g55,g72
n56,g34,g73
n57,g86,g30
n58,g31,g6
n59,g0,g97
n60,g72,g16
n61,g80,g23
n62,g91,g48
n63,g80,g89
n64,g34,g79
n65,g86,g5
n66,g99,g71
n67,g81,g76
n68,g65,g54
