n0,g51,g92
n1,g68,g64
n2,g23,g25
n3,g74,g48
n4,g59,g75
n5,g13,g84
n6,g84,g96
n7,g79,g19
n8,g7,g73
n9,g37,g73
n10,g5,g32
n11,g42,g22
n12,g2,g90
n13,g37,g42
n14,g8,g61
n15,g57,g54
n16,g86,g83
n17,g83,g20
n18,g74,g66
n19,g12,g18
n20,g31,g28
n21,g42,g48
n22,g38,g32
n23,g3,g49
n24,g38,g81
n25,g27,g20
n26,g70,g19
n27,g71,g37
n28,g98,g19
n29,g11,g8
n30,g83,g9
n31,g30,g60
n32,g50,g80
n33,g67,g70
n34,g95,g62
n35,g90,g85
n36,g87,g28
n37,g5,g39
n38,g49,g73
n39,g5,g7
n40,g64,g95
n41,g87,g93
n42,g5,g73
n43,g6,g67
n44,g12,g7
n45,g10,g43
n46,g93,g99
