n0,g6,g86
n1,g26,g73
n2,g13,g80
n3,g2,g84
n4,g89,g34
n5,g34,g48
n6,g3,g35
n7,g71,g29
n8,g39,g62
n9,g39,g52
n10,g70,g81
n11,g45,g59
n12,g48,g99
n13,g80,g61
n14,g0,g24
n15,g41,g62
n16,g22,g50
n17,g49,g83
n18,g79,g63
n19,g59,g58
n20,g72,g14
n21,g96,g47
n22,g64,g71
n23,g56,g57
n24,g48,g47
n25,g52,g65
n26,g47,g3
n27,g24,g95
n28,g39,g25
n29,g20,g25
n30,g97,g94
n31,g59,g92
n32,g79,g48
n33,g16,g39
n34,g16,g21
n35,g68,g83
n36,g72,g54
n37,g9,g73
n38,g33,g60
n39,g42,g32
n40,g82,g75
n41,g0,g82
n42,g3,g68
n43,g91,g61
n44,g62,g27
n45,g58,g27
n46,g71,g42
n47,g18,g69
n48,g46,g74
