n0,g29,g9
n1,g5,g22
n2,g15,g10
n3,g31,g55
n4,g18,g41
n5,g94,g32
n6,g2,g11
n7,g39,g17
n8,g89,g7
n9,g28,g84
n10,g85,g74
n11,g23,g77
n12,g40,g95
n13,g55,g53
n14,g91,g67
n15,g21,g38
n16,g90,g32
n17,g67,g8
n18,g18,g52
n19,g4,g45
n20,g81,g75
n21,g30,g50
n22,g53,g60
n23,g71,g58
n24,g81,g0
n25,g30,g17
n26,g44,g77
n27,g99,g29
n28,g85,g34
n29,g23,g52
n30,g10,g34
n31,g56,g12
n32,g97,g47
n33,g67,g93
n34,g98,g44
n35,g6,g19
n36,g73,g3
n37,g47,g70
n38,g12,g5
n39,g88,g85
n40,g58,g26
n41,g12,g61
n42,g64,g14
n43,g1,g48
n44,g66,g61
n45,g35,g49
n46,g16,g66
n47,g58,g92
n48,g95,g55
