n70,g24,g22
n65,g58,g93
n6,g97,g98
n35,g51,g30
n4,g39,g10
n32,g10,g90
n72,g85,g69
n74,g8,g0
n26,g85,g70
n21,g27,g43
n60,g80,g30
n20,g98,g23
n73,g61,g57
n51,g0,g13
n69,g6,g60
n71,g39,g96
n28,g0,g63
n14,g36,g97
n45,g36,g1
n39,g26,g74
n5,g35,g70
n23,g10,g66
n24,g3,g85
n54,g7,g94
n16,g91,g67
n17,g93,g11
n18,g92,g95
n63,g23,g17
n9,g7,g59
n25,g52,g71
n30,g38,g13
n31,g25,g61
n10,g7,g30
n43,g54,g16
n68,g94,g27
n34,g38,g46
n8,g26,g76
n53,g26,g96
n55,g13,g88
n38,g3,g26
n33,g26,g84
n62,g49,g45
n11,g17,g6
n27,g36,g46
n50,g46,g24
n44,g19,g92
n12,g54,g24
n67,g68,g20
n75,g98,g40
n0,g82,g65
n22,g12,g65
n58,g4,g37
n36,g78,g73
n42,g49,g69
n61,g33,g45
n3,g11,g30
n29,g50,g62
n47,g58,g88
n49,g90,g65
n52,g52,g75
n59,g14,g15
n57,g14,g77
n66,g37,g3
n37,g80,g73
n13,g98,g82
n40,g79,g47
n19,g65,g19
n46,g89,g98
n7,g90,g15
n15,g22,g34
n48,g57,g60
n41,g7,g97
n64,g20,g47
n56,g67,g11
n2,g68,g44
n1,g73,g89
