n0,g29,g26
n1,g69,g79
n2,g1,g72
n3,g46,g49
n4,g5,g42
n5,g28,g27
n6,g72,g16
n7,g31,g82
n8,g2,g29
n9,g77,g78
n10,g58,g12
n11,g58,g94
n12,g34,g14
n13,g76,g20
n14,g61,g53
n15,g44,g6
n16,g11,g81
n17,g49,g64
n18,g0,g72
n19,g72,g68
n20,g38,g24
n21,g2,g66
n22,g54,g4
n23,g38,g35
n24,g57,g58
n25,g69,g7
n26,g84,g66
n27,g59,g43
n28,g98,g41
n29,g33,g39
n30,g1,g10
n31,g60,g73
n32,g2,g31
n33,g81,g2
n34,g19,g69
n35,g22,g88
n36,g9,g42
n37,g44,g23
n38,g4,g38
n39,g55,g52
n40,g12,g71
n41,g58,g87
n42,g98,g44
n43,g60,g50
n44,g79,g83
