n0,g64,g56
n1,g31,g90
n2,g25,g70
n3,g47,g17
n4,g55,g73
n5,g51,g44
n6,g85,g62
n7,g95,g21
n8,g71,g21
n9,g80,g70
n10,g85,g78
n11,g4,g39
n12,g50,g85
n13,g56,g15
n14,g23,g1
n15,g98,g7
n16,g9,g52
n17,g54,g7
n18,g6,g68
n19,g45,g34
n20,g47,g82
n21,g40,g35
n22,g17,g84
n23,g66,g0
n24,g60,g31
n25,g80,g71
n26,g7,g84
n27,g90,g38
n28,g98,g50
n29,g44,g37
n30,g56,g87
n31,g58,g83
n32,g61,g92
n33,g43,g11
n34,g59,g88
n35,g39,g80
n36,g40,g75
n37,g7,g55
n38,g35,g76
n39,g43,g26
n40,g51,g45
n41,g51,g87
n42,g35,g43
n43,g94,g42
n44,g40,g8
