n0,g4,g75
n1,g2,g27
n2,g10,g9
n3,g32,g48
n4,g46,g26
n5,g89,g14
n6,g14,g29
n7,g9,g72
n8,g26,g85
n9,g60,g27
n10,g73,g72
n11,g54,g4
n12,g58,g32
n13,g62,g96
n14,g40,g94
n15,g51,g93
n16,g72,g35
n17,g79,g90
n18,g92,g52
n19,g27,g89
n20,g43,g52
n21,g0,g31
n22,g51,g60
n23,g79,g82
n24,g8,g44
n25,g81,g34
n26,g32,g15
n27,g78,g30
n28,g74,g10
n29,g54,g18
n30,g30,g59
n31,g52,g9
n32,g35,g62
n33,g52,g71
n34,g62,g56
n35,g53,g72
n36,g23,g87
n37,g80,g14
n38,g16,g96
n39,g68,g96
n40,g35,g70
n41,g82,g33
n42,g88,g0
n43,g92,g70
n44,g73,g93
