n70,g74,g8
n65,g70,g19
n6,g78,g20
n35,g29,g81
n4,g4,g90
n32,g26,g48
n26,g7,g75
n21,g22,g97
n60,g25,g23
n20,g2,g77
n51,g62,g83
n69,g31,g72
n71,g23,g13
n28,g99,g29
n14,g60,g58
n45,g13,g53
n39,g72,g26
n5,g68,g76
n23,g27,g38
n24,g48,g81
n54,g90,g14
n16,g53,g22
n17,g4,g37
n18,g87,g35
n63,g36,g79
n9,g33,g61
n25,g54,g80
n30,g4,g71
n31,g5,g60
n10,g43,g42
n43,g9,g10
n68,g58,g87
n34,g15,g66
n8,g71,g83
n53,g69,g32
n55,g18,g13
n38,g45,g33
n33,g81,g78
n62,g18,g50
n11,g22,g40
n27,g84,g85
n50,g41,g42
n44,g50,g35
n12,g41,g63
n67,g88,g61
n0,g20,g22
n22,g71,g22
n58,g46,g51
n36,g57,g42
n42,g44,g72
n61,g69,g61
n3,g46,g33
n29,g92,g31
n47,g6,g61
n49,g7,g38
n52,g21,g74
n59,g58,g3
n57,g43,g59
n66,g38,g48
n37,g90,g21
n13,g41,g79
n40,g4,g60
n19,g77,g50
n46,g11,g36
n7,g24,g68
n15,g40,g30
n48,g33,g0
n41,g42,g14
n64,g6,g57
n56,g81,g49
n2,g84,g7
n1,g96,g50
