n0,g91,g13
n1,g85,g11
n2,g73,g59
n3,g15,g95
n4,g3,g26
n5,g75,g8
n6,g12,g96
n7,g32,g87
n8,g77,g42
n9,g11,g2
n10,g28,g6
n11,g94,g37
n12,g50,g72
n13,g14,g93
n14,g14,g25
n15,g7,g22
n16,g53,g60
n17,g41,g99
n18,g52,g68
n19,g23,g42
n20,g59,g76
n21,g11,g25
n22,g12,g81
n23,g46,g32
n24,g70,g47
n25,g13,g37
n26,g66,g25
n27,g75,g14
n28,g96,g42
n29,g19,g5
n30,g68,g93
n31,g74,g37
n32,g2,g17
n33,g69,g84
n34,g68,g29
n35,g78,g94
n36,g35,g89
n37,g44,g37
n38,g70,g34
n39,g70,g73
n40,g0,g47
n41,g81,g79
n42,g60,g19
n43,g21,g8
n44,g44,g77
n45,g16,g88
n46,g58,g84
n47,g93,g15
n48,g14,g76
n49,g38,g93
n50,g51,g5
n51,g3,g29
n52,g78,g16
n53,g39,g38
n54,g83,g43
n55,g86,g29
n56,g97,g81
n57,g23,g77
n58,g10,g43
n59,g52,g70
n60,g47,g48
n61,g88,g55
n62,g29,g20
n63,g33,g73
n64,g10,g83
n65,g42,g29
n66,g14,g10
n67,g7,g38
n68,g19,g70
