n0,g13,g83
n1,g97,g51
n2,g36,g30
n3,g87,g99
n4,g82,g27
n5,g45,g36
n6,g89,g78
n7,g38,g94
n8,g41,g5
n9,g67,g94
n10,g14,g89
n11,g25,g35
n12,g99,g83
n13,g76,g96
n14,g86,g1
n15,g48,g65
n16,g34,g68
n17,g81,g85
n18,g42,g74
n19,g78,g65
n20,g34,g92
n21,g18,g5
n22,g92,g77
n23,g49,g53
n24,g15,g11
n25,g22,g7
n26,g89,g58
n27,g48,g69
n28,g42,g80
n29,g7,g85
n30,g93,g22
n31,g56,g26
n32,g76,g42
n33,g26,g21
n34,g36,g65
n35,g8,g71
n36,g10,g97
n37,g28,g6
n38,g26,g67
n39,g33,g16
n40,g69,g92
n41,g11,g43
n42,g55,g64
n43,g15,g95
n44,g35,g31
n45,g42,g45
n46,g22,g9
n47,g98,g34
n48,g57,g20
n49,g35,g24
n50,g26,g41
n51,g30,g23
n52,g60,g14
n53,g81,g20
n54,g96,g57
n55,g0,g90
n56,g72,g7
n57,g24,g43
n58,g61,g2
n59,g89,g50
n60,g79,g83
n61,g6,g97
n62,g99,g74
n63,g37,g4
n64,g66,g83
