n70,g21,g59
n65,g19,g6
n6,g91,g35
n35,g79,g74
n4,g33,g37
n32,g1,g72
n72,g39,g95
n74,g42,g38
n26,g14,g58
n21,g65,g79
n60,g57,g15
n20,g96,g58
n73,g49,g54
n51,g81,g97
n69,g75,g4
n71,g30,g44
n28,g82,g23
n77,g59,g39
n14,g99,g31
n45,g96,g67
n39,g70,g83
n5,g57,g71
n23,g97,g56
n24,g49,g28
n54,g48,g41
n16,g46,g26
n17,g34,g58
n18,g75,g71
n63,g68,g30
n9,g93,g92
n25,g96,g32
n30,g82,g83
n31,g12,g2
n10,g85,g84
n43,g32,g76
n68,g50,g87
n34,g4,g7
n8,g18,g15
n53,g30,g50
n55,g35,g43
n38,g96,g86
n33,g95,g24
n62,g45,g83
n11,g76,g20
n27,g89,g38
n50,g27,g22
n44,g80,g91
n12,g25,g7
n67,g75,g72
n75,g69,g1
n0,g45,g24
n22,g72,g79
n58,g36,g86
n36,g16,g85
n42,g19,g16
n61,g99,g53
n3,g25,g53
n29,g98,g80
n47,g72,g60
n49,g66,g62
n52,g60,g6
n59,g30,g82
n57,g47,g77
n66,g55,g41
n37,g59,g91
n13,g82,g46
n40,g25,g49
n19,g79,g27
n46,g72,g71
n7,g39,g66
n15,g75,g38
n48,g60,g95
n41,g42,g54
n76,g18,g10
n64,g74,g80
n56,g25,g79
n2,g1,g56
n1,g63,g91
