n0,g96,g45
n1,g16,g29
n2,g2,g97
n3,g27,g89
n4,g24,g57
n5,g1,g28
n6,g75,g70
n7,g23,g25
n8,g55,g6
n9,g20,g18
n10,g94,g9
n11,g65,g57
n12,g19,g84
n13,g47,g13
n14,g69,g66
n15,g23,g98
n16,g65,g73
n17,g26,g89
n18,g52,g32
n19,g81,g64
n20,g54,g14
n21,g79,g14
n22,g54,g86
n23,g90,g50
n24,g18,g59
n25,g5,g20
n26,g78,g91
n27,g65,g8
n28,g90,g74
n29,g76,g4
n30,g22,g14
n31,g86,g89
n32,g28,g55
n33,g82,g81
n34,g42,g12
n35,g14,g80
n36,g28,g73
n37,g38,g13
n38,g13,g65
n39,g8,g35
n40,g0,g71
n41,g39,g79
n42,g64,g61
n43,g77,g47
n44,g77,g15
n45,g9,g50
n46,g7,g17
n47,g82,g30
n48,g14,g58
n49,g18,g15
n50,g89,g98
n51,g64,g52
n52,g67,g81
n53,g33,g94
n54,g22,g29
n55,g94,g27
