n0,g22,g56
n1,g14,g76
n2,g33,g44
n3,g41,g83
n4,g61,g20
n5,g50,g46
n6,g64,g95
n7,g59,g81
n8,g83,g92
n9,g26,g37
n10,g87,g35
n11,g64,g14
n12,g36,g75
n13,g81,g36
n14,g53,g1
n15,g79,g17
n16,g76,g90
n17,g40,g9
n18,g5,g97
n19,g36,g74
n20,g32,g66
n21,g1,g99
n22,g52,g14
n23,g79,g39
n24,g27,g40
n25,g81,g62
n26,g18,g17
n27,g67,g48
n28,g30,g29
n29,g24,g57
n30,g28,g74
n31,g81,g49
n32,g30,g8
n33,g15,g71
n34,g62,g7
n35,g19,g92
n36,g51,g88
n37,g60,g7
n38,g0,g93
n39,g74,g1
n40,g46,g79
n41,g20,g66
n42,g94,g25
n43,g81,g33
n44,g52,g20
n45,g67,g31
n46,g41,g16
n47,g3,g5
n48,g53,g47
n49,g44,g84
n50,g82,g26
n51,g65,g82
n52,g53,g44
n53,g55,g40
n54,g26,g43
n55,g19,g76
