n0,g71,g5
n1,g98,g50
n2,g30,g85
n3,g47,g93
n4,g96,g49
n5,g74,g21
n6,g38,g93
n7,g31,g77
n8,g61,g18
n9,g31,g34
n10,g81,g41
n11,g44,g17
n12,g16,g51
n13,g80,g44
n14,g59,g90
n15,g1,g35
n16,g0,g24
n17,g93,g3
n18,g97,g25
n19,g57,g81
n20,g27,g63
n21,g31,g62
n22,g93,g13
n23,g83,g20
n24,g64,g57
n25,g42,g32
n26,g78,g24
n27,g6,g86
n28,g77,g79
n29,g0,g61
n30,g75,g20
n31,g39,g37
n32,g60,g17
n33,g55,g15
n34,g94,g19
n35,g16,g88
n36,g45,g7
n37,g24,g40
n38,g20,g57
n39,g60,g41
n40,g46,g12
n41,g3,g11
n42,g77,g52
n43,g27,g51
n44,g31,g64
n45,g21,g73
n46,g19,g39
n47,g78,g88
n48,g75,g4
n49,g94,g53
n50,g4,g23
n51,g72,g16
n52,g87,g19
n53,g45,g79
n54,g66,g61
n55,g40,g8
n56,g28,g39
