n0,g45,g84
n1,g2,g88
n2,g59,g73
n3,g99,g94
n4,g1,g99
n5,g8,g6
n6,g15,g34
n7,g16,g55
n8,g77,g54
n9,g70,g6
n10,g73,g63
n11,g15,g71
n12,g63,g19
n13,g96,g86
n14,g32,g50
n15,g68,g44
n16,g15,g70
n17,g75,g21
n18,g33,g61
n19,g42,g64
n20,g72,g28
n21,g90,g75
n22,g18,g80
n23,g83,g12
n24,g33,g51
n25,g41,g79
n26,g77,g2
n27,g10,g70
n28,g85,g55
n29,g40,g65
n30,g83,g6
n31,g8,g17
n32,g37,g33
n33,g77,g7
n34,g19,g98
n35,g20,g39
n36,g51,g89
n37,g59,g10
n38,g52,g50
n39,g5,g23
n40,g19,g51
n41,g63,g55
n42,g87,g85
n43,g56,g93
n44,g75,g67
n45,g49,g16
n46,g16,g33
n47,g38,g93
n48,g48,g83
n49,g14,g71
n50,g64,g12
