n0,g34,g32
n1,g38,g89
n2,g57,g81
n3,g80,g91
n4,g11,g25
n5,g42,g93
n6,g93,g71
n7,g95,g69
n8,g25,g1
n9,g40,g26
n10,g69,g46
n11,g30,g23
n12,g30,g9
n13,g13,g93
n14,g13,g75
n15,g52,g63
n16,g90,g41
n17,g87,g42
n18,g50,g47
n19,g19,g88
n20,g98,g92
n21,g14,g63
n22,g35,g69
n23,g19,g89
n24,g96,g11
n25,g57,g46
n26,g19,g0
n27,g71,g58
n28,g39,g55
n29,g21,g43
n30,g28,g48
n31,g57,g87
n32,g88,g98
n33,g98,g90
n34,g41,g31
n35,g75,g96
n36,g52,g76
n37,g78,g67
n38,g85,g55
n39,g72,g82
n40,g71,g54
n41,g32,g70
n42,g67,g64
n43,g94,g52
n44,g51,g96
n45,g38,g20
n46,g93,g37
n47,g5,g80
n48,g53,g18
