n0,g67,g98
n1,g38,g4
n2,g85,g79
n3,g61,g12
n4,g4,g9
n5,g2,g7
n6,g84,g20
n7,g30,g24
n8,g79,g77
n9,g27,g73
n10,g26,g55
n11,g54,g80
n12,g28,g85
n13,g62,g83
n14,g25,g24
n15,g54,g20
n16,g82,g58
n17,g1,g92
n18,g18,g7
n19,g80,g13
n20,g32,g84
n21,g30,g85
n22,g57,g62
n23,g66,g33
n24,g40,g54
n25,g80,g83
n26,g83,g53
n27,g17,g86
n28,g40,g74
n29,g16,g33
n30,g81,g94
n31,g85,g35
n32,g99,g73
n33,g26,g82
n34,g81,g50
n35,g24,g12
n36,g5,g7
n37,g23,g53
n38,g22,g14
n39,g94,g13
n40,g68,g60
n41,g18,g44
n42,g98,g50
n43,g26,g25
