n0,g70,g53
n1,g17,g25
n2,g92,g75
n3,g38,g6
n4,g51,g87
n5,g19,g43
n6,g69,g54
n7,g86,g34
n8,g22,g32
n9,g97,g12
n10,g19,g52
n11,g84,g95
n12,g76,g55
n13,g93,g39
n14,g61,g74
n15,g80,g17
n16,g55,g81
n17,g63,g50
n18,g40,g75
n19,g43,g11
n20,g29,g58
n21,g52,g44
n22,g77,g65
n23,g53,g45
n24,g52,g74
n25,g52,g45
n26,g6,g68
n27,g39,g96
n28,g19,g89
n29,g32,g40
n30,g3,g96
n31,g12,g54
n32,g74,g40
n33,g64,g56
n34,g51,g69
n35,g12,g5
n36,g5,g17
n37,g47,g41
n38,g82,g18
n39,g46,g25
n40,g57,g81
n41,g99,g97
n42,g95,g23
n43,g49,g7
n44,g4,g36
n45,g28,g45
n46,g69,g31
n47,g17,g58
n48,g74,g0
n49,g96,g77
n50,g2,g5
n51,g2,g17
n52,g49,g96
n53,g80,g66
n54,g22,g18
n55,g26,g37
n56,g14,g96
n57,g79,g32
