n0,g89,g46
n1,g84,g24
n2,g43,g49
n3,g10,g67
n4,g96,g74
n5,g31,g55
n6,g12,g73
n7,g71,g45
n8,g88,g25
n9,g84,g47
n10,g52,g88
n11,g1,g98
n12,g33,g41
n13,g66,g76
n14,g12,g79
n15,g12,g65
n16,g55,g98
n17,g41,g49
n18,g7,g54
n19,g68,g43
n20,g17,g56
n21,g64,g50
n22,g90,g7
n23,g83,g79
n24,g57,g18
n25,g97,g58
n26,g83,g27
n27,g32,g31
n28,g97,g19
n29,g56,g72
n30,g56,g31
n31,g50,g34
n32,g92,g60
n33,g54,g67
n34,g78,g94
n35,g68,g41
n36,g46,g23
n37,g87,g45
n38,g11,g18
n39,g33,g99
n40,g33,g20
n41,g35,g99
n42,g5,g0
n43,g90,g54
n44,g94,g32
n45,g70,g10
n46,g0,g22
n47,g39,g82
n48,g41,g44
n49,g75,g11
n50,g13,g55
n51,g3,g57
n52,g31,g97
n53,g57,g58
n54,g3,g1
n55,g96,g62
n56,g16,g95
n57,g31,g93
