n0,g67,g23
n1,g40,g35
n2,g32,g89
n3,g5,g61
n4,g59,g87
n5,g54,g56
n6,g91,g92
n7,g79,g19
n8,g43,g24
n9,g79,g51
n10,g23,g69
n11,g24,g61
n12,g37,g30
n13,g61,g99
n14,g50,g62
n15,g40,g32
n16,g39,g52
n17,g56,g97
n18,g71,g16
n19,g92,g68
n20,g14,g9
n21,g81,g10
n22,g61,g93
n23,g44,g66
n24,g75,g43
n25,g2,g74
n26,g79,g3
n27,g12,g0
n28,g40,g79
n29,g50,g98
n30,g24,g14
n31,g66,g97
n32,g37,g35
n33,g96,g85
n34,g22,g60
n35,g50,g49
n36,g82,g78
n37,g60,g66
n38,g42,g83
n39,g92,g26
n40,g29,g26
n41,g79,g17
n42,g18,g65
n43,g57,g96
n44,g15,g0
n45,g38,g58
n46,g73,g55
n47,g15,g99
n48,g69,g40
n49,g62,g86
n50,g71,g72
n51,g66,g10
