n0,g50,g44
n1,g85,g91
n2,g11,g52
n3,g42,g9
n4,g5,g16
n5,g30,g91
n6,g52,g47
n7,g19,g56
n8,g86,g30
n9,g73,g77
n10,g19,g7
n11,g85,g24
n12,g10,g67
n13,g82,g83
n14,g84,g86
n15,g90,g68
n16,g49,g43
n17,g11,g30
n18,g74,g96
n19,g1,g3
n20,g67,g55
n21,g11,g90
n22,g37,g89
n23,g13,g52
n24,g77,g34
n25,g34,g73
n26,g40,g39
n27,g87,g41
n28,g26,g51
n29,g46,g48
n30,g83,g61
n31,g3,g46
n32,g57,g16
n33,g85,g25
n34,g78,g9
n35,g57,g54
n36,g2,g42
n37,g67,g64
n38,g56,g51
n39,g51,g98
n40,g34,g70
n41,g20,g0
n42,g75,g6
n43,g73,g70
n44,g88,g86
n45,g8,g12
n46,g78,g24
n47,g13,g43
n48,g60,g99
n49,g92,g94
n50,g0,g6
n51,g75,g51
