n70,g34,g40
n65,g77,g30
n6,g60,g25
n35,g64,g10
n4,g21,g3
n32,g20,g57
n26,g81,g47
n21,g30,g58
n60,g38,g67
n20,g41,g12
n51,g73,g78
n69,g67,g62
n71,g24,g54
n28,g51,g67
n14,g51,g17
n45,g61,g57
n39,g50,g73
n5,g16,g46
n23,g97,g31
n24,g87,g33
n54,g65,g87
n16,g12,g96
n17,g71,g50
n18,g48,g4
n63,g50,g38
n9,g82,g83
n25,g58,g16
n30,g93,g42
n31,g57,g44
n10,g4,g65
n43,g46,g77
n68,g82,g56
n34,g32,g68
n8,g0,g48
n53,g7,g88
n55,g70,g84
n38,g96,g35
n33,g36,g6
n62,g11,g66
n11,g87,g72
n27,g46,g68
n50,g97,g91
n44,g55,g33
n12,g0,g24
n67,g21,g89
n0,g52,g86
n22,g83,g55
n58,g81,g28
n36,g4,g52
n42,g82,g21
n61,g59,g9
n3,g61,g70
n29,g64,g38
n47,g43,g24
n49,g80,g67
n52,g3,g62
n59,g62,g74
n57,g37,g63
n66,g43,g93
n37,g9,g31
n13,g12,g13
n40,g18,g74
n19,g38,g76
n46,g3,g52
n7,g70,g42
n15,g78,g52
n48,g6,g91
n41,g77,g71
n64,g81,g19
n56,g23,g59
n2,g54,g37
n1,g27,g44
