n70,g77,g99
n65,g38,g95
n6,g9,g68
n35,g62,g45
n4,g75,g77
n32,g9,g76
n72,g5,g15
n83,g80,g7
n74,g90,g25
n26,g48,g85
n21,g80,g60
n60,g49,g62
n20,g6,g9
n73,g43,g2
n51,g19,g77
n69,g1,g85
n71,g27,g66
n28,g33,g39
n77,g17,g80
n14,g96,g46
n45,g12,g20
n39,g53,g67
n5,g87,g88
n23,g75,g12
n24,g50,g23
n54,g34,g85
n16,g18,g63
n82,g50,g47
n17,g4,g16
n18,g95,g53
n63,g74,g79
n9,g67,g49
n25,g79,g12
n30,g20,g71
n31,g5,g44
n10,g56,g78
n43,g49,g35
n68,g47,g53
n34,g4,g11
n8,g22,g45
n79,g95,g89
n53,g91,g10
n55,g48,g81
n38,g72,g29
n33,g52,g55
n62,g64,g43
n11,g8,g47
n27,g83,g76
n50,g42,g79
n44,g29,g56
n12,g62,g80
n67,g40,g6
n75,g8,g39
n80,g93,g84
n0,g46,g63
n22,g59,g53
n81,g25,g19
n58,g26,g64
n36,g91,g65
n42,g9,g18
n61,g14,g65
n78,g18,g33
n3,g67,g71
n29,g78,g72
n47,g10,g87
n49,g98,g67
n52,g47,g92
n59,g59,g94
n57,g94,g32
n66,g35,g88
n37,g52,g79
n13,g86,g70
n40,g3,g48
n19,g73,g64
n46,g16,g50
n7,g72,g86
n15,g71,g64
n48,g69,g3
n41,g57,g78
n76,g36,g22
n64,g17,g49
n56,g6,g56
n2,g55,g23
n1,g91,g3
