n70,g83,g27
n65,g4,g1
n6,g8,g69
n35,g52,g81
n4,g37,g91
n32,g97,g66
n72,g61,g66
n83,g38,g49
n74,g76,g0
n26,g62,g34
n21,g1,g67
n60,g53,g18
n20,g52,g13
n73,g66,g5
n51,g73,g2
n69,g67,g98
n71,g59,g91
n28,g71,g81
n77,g29,g79
n14,g36,g1
n45,g58,g3
n39,g34,g58
n5,g92,g88
n23,g71,g44
n24,g14,g84
n54,g5,g77
n16,g62,g50
n82,g22,g68
n17,g85,g4
n18,g32,g70
n63,g64,g33
n9,g52,g96
n25,g74,g89
n30,g14,g0
n31,g45,g4
n10,g78,g66
n43,g43,g52
n68,g49,g63
n34,g67,g8
n8,g10,g89
n79,g46,g61
n53,g93,g47
n55,g74,g6
n38,g96,g69
n33,g88,g45
n62,g15,g12
n11,g82,g75
n27,g85,g56
n50,g90,g7
n44,g81,g39
n12,g14,g13
n67,g11,g3
n75,g10,g48
n80,g30,g86
n0,g62,g29
n22,g24,g72
n81,g19,g61
n58,g56,g21
n36,g92,g41
n42,g62,g55
n61,g68,g73
n78,g16,g36
n3,g44,g21
n29,g26,g97
n47,g15,g69
n49,g81,g43
n52,g68,g12
n59,g56,g57
n57,g33,g4
n66,g33,g82
n37,g79,g95
n13,g79,g21
n40,g42,g85
n19,g64,g32
n46,g97,g6
n7,g88,g70
n15,g75,g41
n48,g72,g19
n41,g42,g33
n76,g43,g26
n64,g77,g48
n56,g91,g93
n2,g58,g63
n1,g82,g86
