n70,g81,g45
n65,g51,g58
n6,g25,g43
n35,g85,g3
n4,g82,g46
n32,g34,g6
n72,g88,g49
n83,g18,g81
n74,g76,g55
n26,g98,g68
n21,g16,g4
n60,g91,g14
n20,g38,g43
n73,g70,g76
n51,g23,g4
n69,g0,g62
n71,g80,g96
n28,g46,g24
n77,g27,g85
n14,g5,g59
n45,g72,g11
n39,g53,g54
n5,g4,g82
n23,g41,g82
n24,g37,g18
n54,g3,g52
n16,g9,g69
n82,g23,g70
n17,g8,g52
n18,g21,g15
n63,g58,g44
n9,g43,g42
n25,g34,g55
n30,g11,g32
n31,g76,g79
n10,g68,g25
n43,g78,g34
n68,g16,g82
n34,g45,g80
n8,g63,g61
n79,g23,g83
n53,g54,g31
n55,g62,g25
n38,g63,g5
n33,g48,g81
n62,g30,g81
n11,g97,g82
n27,g96,g83
n50,g63,g85
n44,g70,g85
n12,g0,g56
n67,g14,g49
n75,g32,g29
n80,g50,g64
n0,g12,g98
n22,g20,g85
n81,g74,g16
n58,g5,g23
n36,g58,g15
n42,g96,g13
n61,g1,g32
n78,g74,g92
n3,g10,g37
n29,g60,g26
n47,g28,g20
n49,g56,g41
n52,g61,g87
n59,g65,g52
n57,g57,g75
n66,g83,g22
n37,g22,g48
n13,g53,g95
n40,g6,g47
n19,g15,g27
n46,g92,g90
n7,g28,g47
n15,g47,g97
n48,g52,g33
n41,g51,g59
n76,g4,g80
n64,g63,g11
n56,g91,g59
n2,g27,g47
n1,g76,g6
