n70,g58,g24
n65,g81,g33
n6,g85,g33
n35,g79,g3
n4,g27,g72
n32,g18,g8
n72,g23,g20
n83,g1,g87
n74,g48,g85
n84,g76,g81
n26,g94,g14
n21,g43,g67
n60,g0,g47
n20,g89,g11
n73,g59,g26
n51,g4,g86
n69,g28,g48
n71,g28,g58
n28,g39,g51
n77,g12,g15
n14,g97,g1
n45,g69,g43
n39,g93,g85
n5,g34,g42
n23,g79,g66
n24,g51,g98
n54,g69,g74
n16,g11,g47
n82,g85,g79
n17,g32,g54
n18,g93,g3
n63,g19,g81
n9,g3,g6
n25,g90,g23
n30,g95,g67
n31,g60,g23
n10,g48,g37
n43,g83,g28
n68,g89,g90
n34,g73,g93
n8,g14,g65
n79,g43,g66
n53,g59,g50
n55,g57,g69
n38,g40,g32
n33,g61,g7
n62,g75,g33
n11,g77,g95
n27,g76,g20
n50,g8,g21
n44,g6,g39
n12,g3,g62
n67,g22,g44
n75,g3,g21
n80,g14,g67
n0,g54,g2
n22,g31,g12
n81,g73,g63
n58,g65,g5
n36,g42,g59
n42,g2,g84
n61,g94,g88
n78,g99,g45
n3,g38,g96
n29,g4,g91
n47,g32,g83
n49,g92,g54
n52,g27,g68
n59,g98,g84
n57,g38,g37
n66,g35,g91
n37,g62,g78
n13,g49,g20
n40,g39,g19
n19,g20,g1
n46,g93,g69
n7,g89,g65
n15,g48,g47
n48,g54,g44
n41,g18,g30
n76,g75,g68
n64,g98,g97
n56,g69,g67
n2,g95,g26
n1,g53,g57
