n70,g83,g29
n65,g3,g99
n6,g92,g19
n35,g75,g99
n4,g86,g52
n32,g82,g60
n72,g99,g54
n83,g41,g68
n74,g53,g99
n84,g99,g65
n26,g41,g98
n21,g63,g49
n60,g54,g68
n20,g22,g61
n73,g10,g63
n51,g21,g73
n69,g72,g66
n71,g0,g94
n28,g92,g7
n77,g3,g81
n14,g20,g50
n45,g93,g75
n39,g78,g61
n5,g54,g60
n23,g86,g3
n24,g97,g8
n54,g30,g58
n16,g39,g49
n82,g5,g62
n17,g15,g59
n18,g37,g38
n63,g32,g28
n9,g49,g70
n25,g91,g80
n30,g86,g88
n31,g17,g95
n10,g59,g96
n43,g41,g11
n68,g87,g44
n34,g7,g1
n8,g73,g91
n79,g57,g88
n53,g54,g70
n55,g60,g46
n38,g49,g80
n33,g6,g60
n62,g42,g47
n11,g97,g84
n27,g98,g67
n50,g89,g28
n44,g68,g94
n12,g59,g1
n67,g8,g58
n75,g29,g23
n80,g65,g75
n0,g44,g51
n22,g52,g15
n81,g86,g84
n58,g56,g36
n36,g96,g25
n42,g60,g57
n61,g20,g78
n78,g91,g89
n3,g90,g53
n29,g3,g67
n47,g17,g72
n49,g25,g95
n52,g31,g12
n59,g27,g88
n57,g9,g19
n66,g56,g48
n37,g75,g7
n13,g5,g14
n40,g46,g86
n19,g98,g95
n46,g25,g91
n7,g29,g79
n15,g55,g50
n48,g70,g32
n41,g80,g33
n76,g98,g10
n64,g16,g94
n56,g42,g53
n2,g66,g85
n1,g71,g61
