n70,g35,g3
n6,g42,g82
n4,g65,g43
n22,g9,g12
n21,g86,g70
n60,g46,g35
n79,g62,g21
n74,g92,g6
n69,g6,g29
n28,g1,g77
n14,g95,g85
n45,g83,g29
n5,g82,g38
n23,g74,g88
n24,g65,g67
n17,g22,g55
n54,g71,g42
n77,g28,g80
n63,g23,g76
n9,g4,g95
n25,g87,g57
n87,g58,g84
n10,g32,g65
n68,g58,g31
n34,g14,g7
n72,g20,g68
n73,g56,g78
n55,g56,g51
n44,g13,g68
n16,g19,g11
n80,g60,g74
n81,g21,g80
n75,g38,g33
n66,g68,g50
n47,g37,g44
n52,g39,g18
n59,g96,g36
n57,g50,g51
n71,g18,g34
n37,g27,g13
n31,g88,g5
n19,g88,g66
n46,g97,g88
n65,g69,g38
n85,g63,g19
n1,g10,g54
n84,g40,g54
n32,g73,g44
n26,g7,g85
n20,g8,g63
n53,g31,g66
n56,g71,g61
n76,g44,g5
n38,g27,g75
n13,g62,g65
n67,g23,g53
n41,g81,g16
n18,g63,g94
n11,g78,g46
n30,g82,g15
n35,g42,g85
n8,g65,g68
n83,g53,g97
n39,g20,g48
n33,g0,g13
n27,g30,g77
n50,g47,g83
n12,g46,g43
n82,g63,g1
n0,g18,g84
n43,g50,g26
n58,g22,g83
n36,g13,g17
n42,g20,g74
n61,g62,g64
n78,g41,g63
n3,g48,g81
n29,g42,g7
n49,g3,g8
n88,g54,g59
n86,g32,g86
n62,g91,g4
n40,g53,g61
n51,g98,g19
n7,g84,g68
n15,g8,g21
n48,g15,g31
n64,g4,g52
n2,g32,g95
