n0,g22,g70
n1,g14,g44
n2,g89,g21
n3,g61,g3
n4,g90,g96
n5,g47,g63
n6,g16,g38
n7,g59,g15
n8,g62,g92
n9,g27,g17
n10,g75,g65
n11,g51,g63
n12,g20,g14
n13,g42,g73
n14,g52,g85
n15,g50,g79
n16,g84,g2
n17,g32,g46
n18,g56,g64
n19,g17,g90
n20,g36,g82
n21,g53,g4
n22,g81,g97
n23,g5,g29
n24,g86,g59
n25,g70,g27
n26,g16,g8
n27,g69,g65
n28,g3,g72
n29,g84,g91
n30,g58,g96
n31,g10,g6
n32,g61,g23
n33,g5,g80
n34,g33,g53
n35,g58,g46
n36,g47,g50
n37,g52,g9
n38,g87,g4
n39,g10,g8
n40,g83,g27
n41,g95,g92
n42,g25,g98
n43,g11,g95
n44,g10,g25
n45,g83,g7
n46,g43,g50
n47,g41,g64
n48,g79,g83
n49,g94,g78
