n0,g67,g8
n1,g31,g2
n2,g68,g81
n3,g82,g7
n4,g37,g32
n5,g47,g89
n6,g30,g50
n7,g51,g93
n8,g76,g32
n9,g91,g80
n10,g99,g42
n11,g26,g96
n12,g97,g70
n13,g68,g36
n14,g52,g5
n15,g10,g99
n16,g96,g58
n17,g56,g80
n18,g1,g95
n19,g5,g59
n20,g75,g17
n21,g85,g6
n22,g62,g86
n23,g12,g82
n24,g94,g30
n25,g13,g79
n26,g30,g36
n27,g15,g16
n28,g38,g10
n29,g18,g36
n30,g29,g58
n31,g19,g83
n32,g50,g65
n33,g58,g67
n34,g4,g84
n35,g23,g35
n36,g37,g93
n37,g22,g42
n38,g92,g35
n39,g10,g98
n40,g13,g17
n41,g89,g78
n42,g47,g5
n43,g91,g12
n44,g84,g27
n45,g25,g73
n46,g43,g42
n47,g26,g81
n48,g70,g23
n49,g60,g92
