n0,g9,g87
n1,g22,g10
n2,g88,g25
n3,g19,g9
n4,g83,g64
n5,g98,g24
n6,g28,g90
n7,g62,g86
n8,g21,g65
n9,g64,g10
n10,g26,g94
n11,g18,g40
n12,g57,g8
n13,g14,g47
n14,g50,g42
n15,g55,g18
n16,g35,g81
n17,g93,g56
n18,g93,g22
n19,g16,g90
n20,g32,g11
n21,g86,g77
n22,g70,g21
n23,g41,g2
n24,g61,g32
n25,g44,g35
n26,g67,g59
n27,g78,g27
n28,g98,g63
n29,g37,g78
n30,g63,g78
n31,g84,g1
n32,g68,g80
n33,g49,g55
n34,g16,g53
n35,g47,g98
n36,g66,g51
n37,g45,g75
n38,g16,g14
n39,g64,g6
n40,g48,g10
n41,g36,g43
n42,g63,g10
n43,g58,g63
n44,g34,g55
n45,g39,g78
n46,g85,g56
n47,g74,g84
n48,g59,g21
n49,g36,g57
n50,g89,g44
n51,g41,g91
n52,g57,g15
n53,g93,g24
n54,g37,g82
n55,g95,g80
n56,g37,g56
