n70,g46,g84
n65,g32,g51
n6,g3,g81
n35,g18,g31
n4,g37,g29
n32,g27,g12
n72,g90,g94
n83,g74,g25
n74,g30,g41
n26,g49,g4
n21,g79,g86
n60,g97,g76
n20,g56,g98
n73,g76,g65
n51,g93,g49
n69,g89,g83
n71,g13,g45
n28,g90,g91
n77,g28,g11
n14,g87,g54
n45,g52,g17
n39,g69,g92
n5,g75,g51
n23,g54,g57
n24,g25,g51
n54,g86,g35
n16,g19,g91
n82,g3,g72
n17,g97,g49
n18,g64,g54
n63,g1,g3
n9,g88,g25
n25,g9,g37
n30,g86,g51
n31,g74,g69
n10,g5,g87
n43,g75,g69
n68,g23,g0
n34,g53,g21
n8,g68,g18
n79,g52,g26
n53,g84,g14
n55,g69,g76
n38,g0,g12
n33,g80,g88
n62,g15,g28
n11,g97,g94
n27,g15,g31
n50,g94,g83
n44,g87,g31
n12,g28,g21
n67,g8,g37
n75,g92,g3
n80,g90,g83
n0,g30,g31
n22,g1,g13
n81,g49,g57
n58,g15,g3
n36,g8,g70
n42,g4,g1
n61,g86,g12
n78,g23,g69
n3,g64,g10
n29,g31,g28
n47,g13,g11
n49,g57,g77
n52,g13,g73
n59,g4,g2
n57,g44,g92
n66,g47,g70
n37,g71,g87
n13,g44,g97
n40,g10,g80
n19,g15,g6
n46,g12,g9
n7,g22,g82
n15,g96,g43
n48,g49,g50
n41,g71,g79
n76,g4,g63
n64,g34,g9
n56,g12,g65
n2,g83,g96
n1,g75,g29
