n70,g83,g56
n65,g28,g68
n6,g93,g82
n35,g48,g96
n4,g43,g53
n32,g48,g52
n72,g75,g88
n83,g54,g2
n74,g30,g55
n26,g94,g88
n21,g91,g33
n60,g73,g25
n20,g34,g54
n73,g52,g9
n51,g16,g70
n69,g30,g23
n71,g59,g74
n28,g32,g80
n77,g80,g13
n14,g98,g28
n45,g40,g81
n39,g54,g68
n5,g66,g62
n23,g56,g72
n24,g51,g68
n54,g5,g82
n16,g36,g93
n82,g5,g89
n17,g25,g0
n18,g76,g64
n63,g9,g60
n9,g37,g21
n25,g49,g65
n30,g77,g21
n31,g54,g44
n10,g27,g99
n43,g58,g69
n68,g84,g94
n34,g92,g13
n8,g81,g94
n79,g4,g28
n53,g20,g62
n55,g44,g13
n38,g14,g34
n33,g69,g32
n62,g49,g5
n11,g68,g44
n27,g73,g76
n50,g30,g20
n44,g82,g24
n12,g48,g73
n67,g76,g58
n75,g61,g52
n80,g2,g63
n0,g76,g42
n22,g87,g98
n81,g14,g1
n58,g1,g69
n36,g46,g12
n42,g75,g47
n61,g28,g17
n78,g68,g83
n3,g84,g35
n29,g60,g95
n47,g18,g20
n49,g9,g20
n52,g75,g91
n59,g73,g19
n57,g17,g57
n66,g78,g91
n37,g94,g45
n13,g50,g5
n40,g1,g73
n19,g24,g11
n46,g29,g25
n7,g28,g67
n15,g86,g35
n48,g45,g87
n41,g20,g6
n76,g5,g11
n64,g37,g71
n56,g86,g75
n2,g93,g10
n1,g34,g93
