n70,g40,g65
n6,g13,g39
n4,g61,g59
n22,g62,g56
n21,g16,g22
n60,g65,g84
n79,g98,g44
n74,g55,g79
n69,g20,g94
n28,g31,g3
n14,g0,g32
n45,g8,g50
n5,g52,g50
n23,g47,g33
n24,g64,g56
n17,g23,g90
n54,g58,g69
n77,g75,g38
n63,g93,g32
n9,g8,g51
n25,g6,g98
n87,g46,g10
n10,g12,g86
n68,g9,g98
n34,g32,g94
n72,g95,g90
n73,g45,g63
n55,g90,g78
n44,g11,g42
n16,g78,g75
n80,g24,g56
n81,g43,g20
n75,g74,g55
n66,g17,g0
n47,g34,g11
n52,g66,g28
n59,g17,g19
n57,g82,g56
n71,g20,g88
n37,g2,g80
n31,g63,g73
n19,g72,g23
n46,g1,g62
n65,g57,g71
n85,g8,g23
n1,g11,g67
n84,g94,g34
n32,g99,g62
n26,g39,g64
n20,g28,g52
n53,g28,g19
n56,g85,g25
n76,g32,g61
n38,g84,g5
n13,g92,g15
n67,g77,g95
n41,g94,g35
n18,g65,g11
n11,g55,g73
n30,g10,g20
n35,g1,g18
n8,g48,g44
n83,g15,g42
n39,g73,g92
n33,g38,g24
n27,g52,g34
n50,g17,g72
n12,g5,g58
n82,g97,g71
n0,g57,g28
n43,g42,g38
n58,g69,g85
n36,g60,g16
n42,g50,g16
n61,g56,g6
n78,g25,g89
n3,g27,g28
n29,g64,g81
n49,g50,g75
n86,g62,g25
n62,g30,g74
n40,g1,g39
n51,g11,g44
n7,g47,g74
n15,g37,g63
n48,g72,g42
n64,g64,g97
n2,g13,g22
